Series_Title,IMDB_Rating,Released_Year,Overview,Genre,Actors
Creed,7.6,2015,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.","Drama, Sport",Michael B. Jordan Sylvester Stallone Tessa Thompson Phylicia Rashad
Leviafan,7.6,2014,"In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man's arrival brings further misfortune for Kolya and his family.","Crime, Drama",Aleksey Serebryakov Elena Lyadova Roman Madyanov Vladimir Vdovichenkov
Hell or High Water,7.6,2016,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,"Action, Crime, Drama",Chris Pine Ben Foster Jeff Bridges Gil Birmingham
Philomena,7.6,2013,"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent.","Biography, Comedy, Drama",Judi Dench Steve Coogan Sophie Kennedy Clark Mare Winningham
Dawn of the Planet of the Apes,7.6,2014,A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.,"Action, Adventure, Drama",Gary Oldman Keri Russell Andy Serkis Kodi Smit-McPhee
El cuerpo,7.6,2012,A detective searches for the body of a femme fatale which has gone missing from a morgue.,"Mystery, Thriller",Jose Coronado Hugo Silva Belén Rueda Aura Garrido
Serbuan maut,7.6,2011,A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.,"Action, Thriller",Iko Uwais Ananda George Ray Sahetapy Donny Alamsyah
End of Watch,7.6,2012,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves.","Action, Crime, Drama",Jake Gyllenhaal Michael Peña Anna Kendrick America Ferrera
Kari-gurashi no Arietti,7.6,2010,"The Clock family are four-inch-tall people who live anonymously in another family's residence, borrowing simple items to make their home. Life changes for the Clocks when their teenage daughter, Arrietty, is discovered.","Animation, Adventure, Family",Amy Poehler Mirai Shida Ryûnosuke Kamiki Tatsuya Fujiwara
A Star Is Born,7.6,2018,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,"Drama, Music, Romance",Lady Gaga Bradley Cooper Sam Elliott Greg Grunberg
True Grit,7.6,2010,A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.,"Drama, Western",Joel Coen Jeff Bridges Matt Damon Hailee Steinfeld
Hævnen,7.6,2010,"The lives of two Danish families cross each other, and an extraordinary but risky friendship comes into bud. But loneliness, frailty and sorrow lie in wait.","Drama, Romance",Mikael Persbrandt Trine Dyrholm Markus Rygaard Wil Johnson
Despicable Me,7.6,2010,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.","Animation, Comedy, Crime",Chris Renaud Steve Carell Jason Segel Russell Brand
50/50,7.6,2011,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.","Comedy, Drama, Romance",Joseph Gordon-Levitt Seth Rogen Anna Kendrick Bryce Dallas Howard
Kick-Ass,7.6,2010,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so.","Action, Comedy, Crime",Aaron Taylor-Johnson Nicolas Cage Chloë Grace Moretz Garrett M. Brown
Celda 211,7.6,2009,"The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal.","Action, Adventure, Crime",Luis Tosar Alberto Ammann Antonio Resines Manuel Morón
Moneyball,7.6,2011,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,"Biography, Drama, Sport",Brad Pitt Robin Wright Jonah Hill Philip Seymour Hoffman
La piel que habito,7.6,2011,"A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.","Drama, Horror, Thriller",Antonio Banderas Elena Anaya Jan Cornet Marisa Paredes
Zombieland,7.6,2009,"A shy student trying to reach his family in Ohio, a gun-toting tough guy trying to find the last Twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America.","Adventure, Comedy, Fantasy",Jesse Eisenberg Emma Stone Woody Harrelson Abigail Breslin
Die Welle,7.6,2008,A high school teacher's experiment to demonstrate to his students what life is like under a dictatorship spins horribly out of control when he forms a social unit with a life of its own.,"Drama, Thriller",Jürgen Vogel Frederick Lau Max Riemelt Jennifer Ulrich
Sherlock Holmes,7.6,2009,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,"Action, Adventure, Mystery",Robert Downey Jr. Jude Law Rachel McAdams Mark Strong
The Blind Side,7.6,2009,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.","Biography, Drama, Sport",Quinton Aaron Sandra Bullock Tim McGraw Jae Head
The Visitor,7.6,2007,A college professor travels to New York City to attend a conference and finds a young couple living in his apartment.,Drama,Richard Jenkins Haaz Sleiman Danai Gurira Hiam Abbass
Seven Pounds,7.6,2008,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,Drama,Will Smith Rosario Dawson Woody Harrelson Michael Ealy
Eastern Promises,7.6,2007,A teenager who dies during childbirth leaves clues in her journal that could tie her child to a rape involving a violent Russian mob family.,"Action, Crime, Drama",Naomi Watts Viggo Mortensen Armin Mueller-Stahl Josef Altin
Stardust,7.6,2007,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.","Adventure, Family, Fantasy",Charlie Cox Claire Danes Sienna Miller Ian McKellen
The Secret of Kells,7.6,2009,"A young boy in a remote medieval outpost under siege from barbarian raids is beckoned to adventure when a celebrated master illuminator arrives with an ancient book, brimming with secret wisdom and powers.","Animation, Adventure, Family",Nora Twomey Evan McGuire Brendan Gleeson Mick Lally
Inside Man,7.6,2006,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.","Crime, Drama, Mystery",Denzel Washington Clive Owen Jodie Foster Christopher Plummer
Gone Baby Gone,7.6,2007,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.","Crime, Drama, Mystery",Morgan Freeman Ed Harris Casey Affleck Michelle Monaghan
La Vie En Rose,7.6,2007,"Biopic of the iconic French singer Édith Piaf. Raised by her grandmother in a brothel, she was discovered while singing on a street corner at the age of 19. Despite her success, Piaf's life was filled with tragedy.","Biography, Drama, Music",Marion Cotillard Sylvie Testud Pascal Greggory Emmanuelle Seigner
Huo Yuan Jia,7.6,2006,"A biography of Chinese Martial Arts Master Huo Yuanjia, who is the founder and spiritual guru of the Jin Wu Sports Federation.","Action, Biography, Drama",Jet Li Li Sun Yong Dong Yun Qu
The Illusionist,7.6,2006,"In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing.","Drama, Fantasy, Mystery",Edward Norton Jessica Biel Paul Giamatti Rufus Sewell
Dead Man's Shoes,7.6,2004,A disaffected soldier returns to his hometown to get even with the thugs who brutalized his mentally-challenged brother years ago.,"Crime, Drama, Thriller",Paddy Considine Gary Stretch Toby Kebbell Stuart Wolfenden
Harry Potter and the Half-Blood Prince,7.6,2009,"As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past.","Action, Adventure, Family",Daniel Radcliffe Emma Watson Rupert Grint Michael Gambon
300,7.6,2006,King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.,"Action, Drama",Gerard Butler Lena Headey David Wenham Dominic West
Match Point,7.6,2005,"At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law.","Drama, Romance, Thriller",Scarlett Johansson Jonathan Rhys Meyers Emily Mortimer Matthew Goode
Watchmen,7.6,2009,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.","Action, Drama, Mystery",Jackie Earle Haley Patrick Wilson Carla Gugino Malin Akerman
Lord of War,7.6,2005,An arms dealer confronts the morality of his work as he is being chased by an INTERPOL Agent.,"Action, Crime, Drama",Nicolas Cage Ethan Hawke Jared Leto Bridget Moynahan
Saw,7.6,2004,"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer.","Horror, Mystery, Thriller",Cary Elwes Leigh Whannell Danny Glover Ken Leung
"Synecdoche, New York",7.6,2008,"A theatre director struggles with his work, and the women in his life, as he creates a life-size replica of New York City inside a warehouse as part of his new play.",Drama,Philip Seymour Hoffman Samantha Morton Michelle Williams Catherine Keener
Mysterious Skin,7.6,2004,"A teenage hustler and a young man obsessed with alien abductions cross paths, together discovering a horrible, liberating truth.",Drama,Brady Corbet Joseph Gordon-Levitt Elisabeth Shue Chase Ellison
Jeux d'enfants,7.6,2003,"As adults, best friends Julien and Sophie continue the odd game they started as children -- a fearless competition to outdo one another with daring and outrageous stunts. While they often act out to relieve one another's pain, their game might be a way to avoid the fact that they are truly meant for one another.","Comedy, Drama, Romance",Guillaume Canet Marion Cotillard Thibault Verhaeghe Joséphine Lebas-Joly
Un long dimanche de fiançailles,7.6,2004,"Tells the story of a young woman's relentless search for her fiancé, who has disappeared from the trenches of the Somme during World War One.","Drama, Mystery, Romance",Audrey Tautou Gaspard Ulliel Jodie Foster Dominique Pinon
The Station Agent,7.6,2003,"When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.","Comedy, Drama",Peter Dinklage Patricia Clarkson Bobby Cannavale Paul Benjamin
21 Grams,7.6,2003,"A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con.","Crime, Drama, Thriller",Sean Penn Benicio Del Toro Naomi Watts Danny Huston
Boksuneun naui geot,7.6,2002,"A recently laid off factory worker kidnaps his former boss' friend's daughter, hoping to use the ransom money to pay for his sister's kidney transplant.","Crime, Drama, Thriller",Kang-ho Song Shin Ha-kyun Bae Doona Ji-Eun Lim
Finding Neverland,7.6,2004,The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.,"Biography, Drama, Family",Johnny Depp Kate Winslet Julie Christie Radha Mitchell
25th Hour,7.6,2002,"Cornered by the DEA, convicted New York drug dealer Montgomery Brogan reevaluates his life in the 24 remaining hours before facing a seven-year jail term.",Drama,Edward Norton Barry Pepper Philip Seymour Hoffman Rosario Dawson
The Butterfly Effect,7.6,2004,"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal.","Drama, Sci-Fi, Thriller",J. Mackye Gruber Ashton Kutcher Amy Smart Melora Walters
28 Days Later...,7.6,2002,"Four weeks after a mysterious, incurable virus spreads throughout the UK, a handful of survivors try to find sanctuary.","Drama, Horror, Sci-Fi",Cillian Murphy Naomie Harris Christopher Eccleston Alex Palmer
